PracticeCode,Sex,Attribute,Value
26015,Female,Ages 65 to 74,1399
26015,Female,Ages 75 to 84,987
26015,Female,Ages 85 plus,394
30030,Male,Ages 0 to 4,174
30030,Male,Ages 5 to 14,470
30030,Male,Ages 15 to 24,536
30030,Male,Ages 25 to 44,2242
30030,Male,Ages 45 to 64,1193
30030,Male,Ages 65 to 74,431
30030,Male,Ages 75 to 84,234
30030,Male,Ages 85 plus,79
30030,Female,Ages 0 to 4,176
30030,Female,Ages 5 to 14,461
30030,Female,Ages 15 to 24,822
30030,Female,Ages 25 to 44,1605
30030,Female,Ages 45 to 64,1048
30030,Female,Ages 65 to 74,436
30030,Female,Ages 75 to 84,300
30030,Female,Ages 85 plus,171
30059,Male,Ages 0 to 4,193
30059,Male,Ages 5 to 14,360
30059,Male,Ages 15 to 24,414
30059,Male,Ages 25 to 44,1657
30059,Male,Ages 45 to 64,1162
30059,Male,Ages 65 to 74,443
30059,Male,Ages 75 to 84,201
30059,Male,Ages 85 plus,78
30059,Female,Ages 0 to 4,175
30059,Female,Ages 5 to 14,391
30059,Female,Ages 15 to 24,497
30059,Female,Ages 25 to 44,1524
30059,Female,Ages 45 to 64,1072
30059,Female,Ages 65 to 74,435
30059,Female,Ages 75 to 84,247
30059,Female,Ages 85 plus,169
30078,Male,Ages 0 to 4,334
30078,Male,Ages 5 to 14,819
30078,Male,Ages 15 to 24,1196
30078,Male,Ages 25 to 44,4741
30078,Male,Ages 45 to 64,2275
30078,Male,Ages 65 to 74,592
30078,Male,Ages 75 to 84,258
30078,Male,Ages 85 plus,88
30078,Female,Ages 0 to 4,324
30078,Female,Ages 5 to 14,797
30078,Female,Ages 15 to 24,1662
30078,Female,Ages 25 to 44,3768
30078,Female,Ages 45 to 64,1797
30078,Female,Ages 65 to 74,572
30078,Female,Ages 75 to 84,310
30078,Female,Ages 85 plus,190
30097,Male,Ages 0 to 4,248
30097,Male,Ages 5 to 14,485
30097,Male,Ages 15 to 24,449
30097,Male,Ages 25 to 44,2050
30097,Male,Ages 45 to 64,1404
30097,Male,Ages 65 to 74,381
30097,Male,Ages 75 to 84,183
30097,Male,Ages 85 plus,46
30097,Female,Ages 0 to 4,224
30097,Female,Ages 5 to 14,473
30097,Female,Ages 15 to 24,532
30097,Female,Ages 25 to 44,1966
30097,Female,Ages 45 to 64,1077
30097,Female,Ages 65 to 74,355
30097,Female,Ages 75 to 84,253
30097,Female,Ages 85 plus,150
30203,Male,Ages 0 to 4,229
30203,Male,Ages 5 to 14,685
30203,Male,Ages 15 to 24,579
30203,Male,Ages 25 to 44,1804
30203,Male,Ages 45 to 64,1453
30203,Male,Ages 65 to 74,553
30203,Male,Ages 75 to 84,278
30203,Male,Ages 85 plus,93
30203,Female,Ages 0 to 4,247
30203,Female,Ages 5 to 14,609
30203,Female,Ages 15 to 24,581
30203,Female,Ages 25 to 44,1736
30203,Female,Ages 45 to 64,1430
30203,Female,Ages 65 to 74,619
30203,Female,Ages 75 to 84,407
30203,Female,Ages 85 plus,191
30218,Male,Ages 0 to 4,163
30218,Male,Ages 5 to 14,448
30218,Male,Ages 15 to 24,418
30218,Male,Ages 25 to 44,1324
30218,Male,Ages 45 to 64,1381
30218,Male,Ages 65 to 74,498
30218,Male,Ages 75 to 84,255
30218,Male,Ages 85 plus,83
30218,Female,Ages 0 to 4,172
30218,Female,Ages 5 to 14,403
30218,Female,Ages 15 to 24,450
30218,Female,Ages 25 to 44,1227
30218,Female,Ages 45 to 64,1289
30218,Female,Ages 65 to 74,479
30218,Female,Ages 75 to 84,301
30218,Female,Ages 85 plus,144
30256,Male,Ages 0 to 4,277
30256,Male,Ages 5 to 14,388
30256,Male,Ages 15 to 24,269
30256,Male,Ages 25 to 44,1094
30256,Male,Ages 45 to 64,576
30256,Male,Ages 65 to 74,149
30256,Male,Ages 75 to 84,55
30256,Male,Ages 85 plus,18
30256,Female,Ages 0 to 4,227
30256,Female,Ages 5 to 14,359
30256,Female,Ages 15 to 24,321
30256,Female,Ages 25 to 44,1187
30256,Female,Ages 45 to 64,542
30256,Female,Ages 65 to 74,153
30256,Female,Ages 75 to 84,57
30256,Female,Ages 85 plus,23
30261,Male,Ages 0 to 4,176
30261,Male,Ages 5 to 14,419
30261,Male,Ages 15 to 24,282
30261,Male,Ages 25 to 44,1012
30261,Male,Ages 45 to 64,804
30261,Male,Ages 65 to 74,299
30261,Male,Ages 75 to 84,144
30261,Male,Ages 85 plus,33
30261,Female,Ages 0 to 4,181
30261,Female,Ages 5 to 14,388
30261,Female,Ages 15 to 24,347
30261,Female,Ages 25 to 44,1079
30261,Female,Ages 45 to 64,785
30261,Female,Ages 65 to 74,307
30261,Female,Ages 75 to 84,210
30261,Female,Ages 85 plus,64
30280,Male,Ages 0 to 4,220
30280,Male,Ages 5 to 14,606
30280,Male,Ages 15 to 24,479
30280,Male,Ages 25 to 44,1254
30280,Male,Ages 45 to 64,1394
30280,Male,Ages 65 to 74,545
30280,Male,Ages 75 to 84,398
30280,Male,Ages 85 plus,104
30280,Female,Ages 0 to 4,228
30280,Female,Ages 5 to 14,559
30280,Female,Ages 15 to 24,444
30280,Female,Ages 25 to 44,1292
30280,Female,Ages 45 to 64,1356
30280,Female,Ages 65 to 74,582
30280,Female,Ages 75 to 84,486
30280,Female,Ages 85 plus,135
30311,Male,Ages 0 to 4,196
30311,Male,Ages 5 to 14,427
30311,Male,Ages 15 to 24,357
30311,Male,Ages 25 to 44,1243
30311,Male,Ages 45 to 64,938
30311,Male,Ages 65 to 74,224
30311,Male,Ages 75 to 84,109
30311,Male,Ages 85 plus,35
30311,Female,Ages 0 to 4,185
30311,Female,Ages 5 to 14,360
30311,Female,Ages 15 to 24,389
30311,Female,Ages 25 to 44,1176
30311,Female,Ages 45 to 64,811
30311,Female,Ages 65 to 74,226
30311,Female,Ages 75 to 84,141
30311,Female,Ages 85 plus,86
30326,Male,Ages 0 to 4,200
30326,Male,Ages 5 to 14,566
30326,Male,Ages 15 to 24,430
30326,Male,Ages 25 to 44,1074
30326,Male,Ages 45 to 64,1436
30326,Male,Ages 65 to 74,644
30326,Male,Ages 75 to 84,357
30326,Male,Ages 85 plus,128
30326,Female,Ages 0 to 4,207
30326,Female,Ages 5 to 14,479
30326,Female,Ages 15 to 24,414
30326,Female,Ages 25 to 44,1104
30326,Female,Ages 45 to 64,1504
30326,Female,Ages 65 to 74,643
30326,Female,Ages 75 to 84,480
30326,Female,Ages 85 plus,224
30401,Male,Ages 0 to 4,432
30401,Male,Ages 5 to 14,840
30401,Male,Ages 15 to 24,642
30401,Male,Ages 25 to 44,2141
30401,Male,Ages 45 to 64,1856
30401,Male,Ages 65 to 74,613
30401,Male,Ages 75 to 84,290
30401,Male,Ages 85 plus,86
30401,Female,Ages 0 to 4,353
30401,Female,Ages 5 to 14,803
30401,Female,Ages 15 to 24,663
30401,Female,Ages 25 to 44,2245
30401,Female,Ages 45 to 64,1878
30401,Female,Ages 65 to 74,662
30401,Female,Ages 75 to 84,372
30401,Female,Ages 85 plus,138
30504,Male,Ages 0 to 4,378
30504,Male,Ages 5 to 14,908
30504,Male,Ages 15 to 24,878
30504,Male,Ages 25 to 44,3223
30504,Male,Ages 45 to 64,2186
30504,Male,Ages 65 to 74,906
30504,Male,Ages 75 to 84,425
30504,Male,Ages 85 plus,104
30504,Female,Ages 0 to 4,344
30504,Female,Ages 5 to 14,875
30504,Female,Ages 15 to 24,879
30504,Female,Ages 25 to 44,3050
30504,Female,Ages 45 to 64,1960
30504,Female,Ages 65 to 74,888
30504,Female,Ages 75 to 84,552
30504,Female,Ages 85 plus,173
30627,Male,Ages 0 to 4,165
30627,Male,Ages 5 to 14,316
30627,Male,Ages 15 to 24,386
30627,Male,Ages 25 to 44,1982
30627,Male,Ages 45 to 64,1180
30627,Male,Ages 65 to 74,402
30627,Male,Ages 75 to 84,188
30627,Male,Ages 85 plus,51
30627,Female,Ages 0 to 4,166
30627,Female,Ages 5 to 14,336
30627,Female,Ages 15 to 24,564
30627,Female,Ages 25 to 44,1478
30627,Female,Ages 45 to 64,821
30627,Female,Ages 65 to 74,356
30627,Female,Ages 75 to 84,205
30627,Female,Ages 85 plus,67
30701,Male,Ages 0 to 4,243
30701,Male,Ages 5 to 14,614
30701,Male,Ages 15 to 24,633
30701,Male,Ages 25 to 44,2655
30701,Male,Ages 45 to 64,1445
30701,Male,Ages 65 to 74,462
30701,Male,Ages 75 to 84,217
30701,Male,Ages 85 plus,41
30701,Female,Ages 0 to 4,237
30701,Female,Ages 5 to 14,596
30701,Female,Ages 15 to 24,762
30701,Female,Ages 25 to 44,2289
30701,Female,Ages 45 to 64,1229
30701,Female,Ages 65 to 74,453
30701,Female,Ages 75 to 84,271
30701,Female,Ages 85 plus,122
30909,Male,Ages 0 to 4,222
30909,Male,Ages 5 to 14,495
30909,Male,Ages 15 to 24,486
30909,Male,Ages 25 to 44,1993
30909,Male,Ages 45 to 64,1532
30909,Male,Ages 65 to 74,380
30909,Male,Ages 75 to 84,176
30909,Male,Ages 85 plus,63
30909,Female,Ages 0 to 4,235
30909,Female,Ages 5 to 14,538
30909,Female,Ages 15 to 24,521
30909,Female,Ages 25 to 44,1889
30909,Female,Ages 45 to 64,1338
30909,Female,Ages 65 to 74,391
30909,Female,Ages 75 to 84,231
30909,Female,Ages 85 plus,106
30928,Male,Ages 0 to 4,161
30928,Male,Ages 5 to 14,302
30928,Male,Ages 15 to 24,1745
30928,Male,Ages 25 to 44,3530
30928,Male,Ages 45 to 64,608
30928,Male,Ages 65 to 74,106
30928,Male,Ages 75 to 84,61
30928,Male,Ages 85 plus,14
30928,Female,Ages 0 to 4,142
30928,Female,Ages 5 to 14,253
30928,Female,Ages 15 to 24,2899
30928,Female,Ages 25 to 44,3219
30928,Female,Ages 45 to 64,438
30928,Female,Ages 65 to 74,127
30928,Female,Ages 75 to 84,73
30928,Female,Ages 85 plus,31
30951,Male,Ages 0 to 4,154
30951,Male,Ages 5 to 14,304
30951,Male,Ages 15 to 24,392
30951,Male,Ages 25 to 44,1267
30951,Male,Ages 45 to 64,1144
30951,Male,Ages 65 to 74,464
30951,Male,Ages 75 to 84,348
30951,Male,Ages 85 plus,116
30951,Female,Ages 0 to 4,141
30951,Female,Ages 5 to 14,301
30951,Female,Ages 15 to 24,408
30951,Female,Ages 25 to 44,1193
30951,Female,Ages 45 to 64,1142
30951,Female,Ages 65 to 74,501
30951,Female,Ages 75 to 84,435
30951,Female,Ages 85 plus,199
31009,Male,Ages 0 to 4,223
31009,Male,Ages 5 to 14,461
31009,Male,Ages 15 to 24,425
31009,Male,Ages 25 to 44,978
31009,Male,Ages 45 to 64,982
31009,Male,Ages 65 to 74,290
31009,Male,Ages 75 to 84,135
31009,Male,Ages 85 plus,51
31009,Female,Ages 0 to 4,229
31009,Female,Ages 5 to 14,459
31009,Female,Ages 15 to 24,382
31009,Female,Ages 25 to 44,1069
31009,Female,Ages 45 to 64,988
31009,Female,Ages 65 to 74,299
31009,Female,Ages 75 to 84,173
31009,Female,Ages 85 plus,70
31141,Male,Ages 0 to 4,361
31141,Male,Ages 5 to 14,732
31141,Male,Ages 15 to 24,740
31141,Male,Ages 25 to 44,2352
31141,Male,Ages 45 to 64,1583
31141,Male,Ages 65 to 74,532
31141,Male,Ages 75 to 84,251
31141,Male,Ages 85 plus,78
31141,Female,Ages 0 to 4,375
31141,Female,Ages 5 to 14,772
31141,Female,Ages 15 to 24,747
31141,Female,Ages 25 to 44,2092
31141,Female,Ages 45 to 64,1429
31141,Female,Ages 65 to 74,523
31141,Female,Ages 75 to 84,318
31141,Female,Ages 85 plus,139
31206,Male,Ages 0 to 4,271
31206,Male,Ages 5 to 14,675
31206,Male,Ages 15 to 24,662
31206,Male,Ages 25 to 44,1598
31206,Male,Ages 45 to 64,1662
31206,Male,Ages 65 to 74,807
31206,Male,Ages 75 to 84,430
31206,Male,Ages 85 plus,127
31206,Female,Ages 0 to 4,308
31206,Female,Ages 5 to 14,622
31206,Female,Ages 15 to 24,567
31206,Female,Ages 25 to 44,1640
31206,Female,Ages 45 to 64,1697
31206,Female,Ages 65 to 74,859
31206,Female,Ages 75 to 84,520
31206,Female,Ages 85 plus,192
31211,Male,Ages 0 to 4,254
31211,Male,Ages 5 to 14,657
31211,Male,Ages 15 to 24,470
31211,Male,Ages 25 to 44,1361
31211,Male,Ages 45 to 64,1425
31211,Male,Ages 65 to 74,473
31211,Male,Ages 75 to 84,285
31211,Male,Ages 85 plus,86
31211,Female,Ages 0 to 4,223
31211,Female,Ages 5 to 14,540
31211,Female,Ages 15 to 24,435
31211,Female,Ages 25 to 44,1369
31211,Female,Ages 45 to 64,1347
31211,Female,Ages 65 to 74,482
31211,Female,Ages 75 to 84,355
31211,Female,Ages 85 plus,148
31230,Male,Ages 0 to 4,209
31230,Male,Ages 5 to 14,663
31230,Male,Ages 15 to 24,412
31230,Male,Ages 25 to 44,837
31230,Male,Ages 45 to 64,1209
31230,Male,Ages 65 to 74,510
31230,Male,Ages 75 to 84,287
31230,Male,Ages 85 plus,107
31230,Female,Ages 0 to 4,195
31230,Female,Ages 5 to 14,563
31230,Female,Ages 15 to 24,393
31230,Female,Ages 25 to 44,939
31230,Female,Ages 45 to 64,1145
31230,Female,Ages 65 to 74,493
31230,Female,Ages 75 to 84,367
31230,Female,Ages 85 plus,182
31244,Male,Ages 0 to 4,163
31244,Male,Ages 5 to 14,511
31244,Male,Ages 15 to 24,454
31244,Male,Ages 25 to 44,873
31244,Male,Ages 45 to 64,1235
31244,Male,Ages 65 to 74,480
31244,Male,Ages 75 to 84,259
31244,Male,Ages 85 plus,75
31244,Female,Ages 0 to 4,154
31244,Female,Ages 5 to 14,473
31244,Female,Ages 15 to 24,399
31244,Female,Ages 25 to 44,887
31244,Female,Ages 45 to 64,1211
31244,Female,Ages 65 to 74,497
31244,Female,Ages 75 to 84,344
31244,Female,Ages 85 plus,140
31259,Male,Ages 0 to 4,159
31259,Male,Ages 5 to 14,300
31259,Male,Ages 15 to 24,313
31259,Male,Ages 25 to 44,927
31259,Male,Ages 45 to 64,828
31259,Male,Ages 65 to 74,283
31259,Male,Ages 75 to 84,163
31259,Male,Ages 85 plus,39
31259,Female,Ages 0 to 4,149
31259,Female,Ages 5 to 14,339
31259,Female,Ages 15 to 24,310
31259,Female,Ages 25 to 44,996
31259,Female,Ages 45 to 64,830
31259,Female,Ages 65 to 74,297
31259,Female,Ages 75 to 84,168
31259,Female,Ages 85 plus,72
31348,Male,Ages 0 to 4,22
31348,Male,Ages 5 to 14,106
31348,Male,Ages 15 to 24,145
31348,Male,Ages 25 to 44,208
31348,Male,Ages 45 to 64,199
31348,Male,Ages 65 to 74,70
31348,Male,Ages 75 to 84,40
31348,Male,Ages 85 plus,27
31348,Female,Ages 0 to 4,26
31348,Female,Ages 5 to 14,93
31348,Female,Ages 15 to 24,277
31348,Female,Ages 25 to 44,227
31348,Female,Ages 45 to 64,253
31348,Female,Ages 65 to 74,81
31348,Female,Ages 75 to 84,56
31348,Female,Ages 85 plus,62
31437,Male,Ages 0 to 4,239
31437,Male,Ages 5 to 14,659
31437,Male,Ages 15 to 24,666
31437,Male,Ages 25 to 44,1471
31437,Male,Ages 45 to 64,1792
31437,Male,Ages 65 to 74,773
31437,Male,Ages 75 to 84,465
31437,Male,Ages 85 plus,158
31437,Female,Ages 0 to 4,247
31437,Female,Ages 5 to 14,619
31437,Female,Ages 15 to 24,583
31437,Female,Ages 25 to 44,1337
31437,Female,Ages 45 to 64,1833
31437,Female,Ages 65 to 74,816
31437,Female,Ages 75 to 84,546
31437,Female,Ages 85 plus,230
31456,Male,Ages 0 to 4,88
31456,Male,Ages 5 to 14,273
31456,Male,Ages 15 to 24,244
31456,Male,Ages 25 to 44,490
31456,Male,Ages 45 to 64,680
31456,Male,Ages 65 to 74,335
31456,Male,Ages 75 to 84,214
31456,Male,Ages 85 plus,45
31456,Female,Ages 0 to 4,87
31456,Female,Ages 5 to 14,267
31456,Female,Ages 15 to 24,204
31456,Female,Ages 25 to 44,510
31456,Female,Ages 45 to 64,696
31456,Female,Ages 65 to 74,319
31456,Female,Ages 75 to 84,250
31456,Female,Ages 85 plus,77
31511,Male,Ages 0 to 4,214
31511,Male,Ages 5 to 14,530
31511,Male,Ages 15 to 24,493
31511,Male,Ages 25 to 44,1317
31511,Male,Ages 45 to 64,1274
31511,Male,Ages 65 to 74,511
31511,Male,Ages 75 to 84,310
31511,Male,Ages 85 plus,87
31511,Female,Ages 0 to 4,186
31511,Female,Ages 5 to 14,493
31511,Female,Ages 15 to 24,487
31511,Female,Ages 25 to 44,1188
31511,Female,Ages 45 to 64,1294
31511,Female,Ages 65 to 74,521
31511,Female,Ages 75 to 84,364
31511,Female,Ages 85 plus,178
31550,Male,Ages 0 to 4,191
31550,Male,Ages 5 to 14,482
31550,Male,Ages 15 to 24,509
31550,Male,Ages 25 to 44,1055
31550,Male,Ages 45 to 64,1115
31550,Male,Ages 65 to 74,422
31550,Male,Ages 75 to 84,277
31550,Male,Ages 85 plus,85
31550,Female,Ages 0 to 4,181
31550,Female,Ages 5 to 14,471
31550,Female,Ages 15 to 24,443
31550,Female,Ages 25 to 44,1073
31550,Female,Ages 45 to 64,1109
31550,Female,Ages 65 to 74,465
31550,Female,Ages 75 to 84,341
31550,Female,Ages 85 plus,121
31579,Male,Ages 0 to 4,160
31579,Male,Ages 5 to 14,359
31579,Male,Ages 15 to 24,359
31579,Male,Ages 25 to 44,713
31579,Male,Ages 45 to 64,980
31579,Male,Ages 65 to 74,387
31579,Male,Ages 75 to 84,252
31579,Male,Ages 85 plus,47
31579,Female,Ages 0 to 4,148
31579,Female,Ages 5 to 14,373
31579,Female,Ages 15 to 24,290
31579,Female,Ages 25 to 44,701
31579,Female,Ages 45 to 64,940
31579,Female,Ages 65 to 74,393
31579,Female,Ages 75 to 84,281
31579,Female,Ages 85 plus,91
31601,Male,Ages 0 to 4,84
31601,Male,Ages 5 to 14,206
31601,Male,Ages 15 to 24,151
31601,Male,Ages 25 to 44,414
31601,Male,Ages 45 to 64,500
31601,Male,Ages 65 to 74,208
31601,Male,Ages 75 to 84,135
31601,Male,Ages 85 plus,31
31601,Female,Ages 0 to 4,76
31601,Female,Ages 5 to 14,213
31601,Female,Ages 15 to 24,160
31601,Female,Ages 25 to 44,416
31601,Female,Ages 45 to 64,510
31601,Female,Ages 65 to 74,226
31601,Female,Ages 75 to 84,130
31601,Female,Ages 85 plus,51
31615,Male,Ages 0 to 4,85
31615,Male,Ages 5 to 14,194
31615,Male,Ages 15 to 24,172
31615,Male,Ages 25 to 44,419
31615,Male,Ages 45 to 64,587
31615,Male,Ages 65 to 74,273
31615,Male,Ages 75 to 84,118
31615,Male,Ages 85 plus,30
31615,Female,Ages 0 to 4,64
31615,Female,Ages 5 to 14,193
31615,Female,Ages 15 to 24,167
31615,Female,Ages 25 to 44,422
31615,Female,Ages 45 to 64,560
31615,Female,Ages 65 to 74,252
31615,Female,Ages 75 to 84,159
31615,Female,Ages 85 plus,58
31634,Male,Ages 0 to 4,588
31634,Male,Ages 5 to 14,1392
31634,Male,Ages 15 to 24,1263
31634,Male,Ages 25 to 44,3302
31634,Male,Ages 45 to 64,3059
31634,Male,Ages 65 to 74,1063
31634,Male,Ages 75 to 84,641
31634,Male,Ages 85 plus,164
31634,Female,Ages 0 to 4,563
31634,Female,Ages 5 to 14,1319
31634,Female,Ages 15 to 24,1190
31634,Female,Ages 25 to 44,3135
31634,Female,Ages 45 to 64,3158
31634,Female,Ages 65 to 74,1105
31634,Female,Ages 75 to 84,765
31634,Female,Ages 85 plus,286
31649,Male,Ages 0 to 4,174
31649,Male,Ages 5 to 14,457
31649,Male,Ages 15 to 24,419
31649,Male,Ages 25 to 44,959
31649,Male,Ages 45 to 64,1208
31649,Male,Ages 65 to 74,494
31649,Male,Ages 75 to 84,332
31649,Male,Ages 85 plus,76
31649,Female,Ages 0 to 4,197
31649,Female,Ages 5 to 14,456
31649,Female,Ages 15 to 24,376
31649,Female,Ages 25 to 44,935
31649,Female,Ages 45 to 64,1213
31649,Female,Ages 65 to 74,557
31649,Female,Ages 75 to 84,382
31649,Female,Ages 85 plus,117
31723,Male,Ages 0 to 4,186
31723,Male,Ages 5 to 14,462
31723,Male,Ages 15 to 24,474
31723,Male,Ages 25 to 44,941
31723,Male,Ages 45 to 64,1321
31723,Male,Ages 65 to 74,506
31723,Male,Ages 75 to 84,369
31723,Male,Ages 85 plus,98
31723,Female,Ages 0 to 4,169
31723,Female,Ages 5 to 14,464
31723,Female,Ages 15 to 24,404
31723,Female,Ages 25 to 44,933
31723,Female,Ages 45 to 64,1256
31723,Female,Ages 65 to 74,537
31723,Female,Ages 75 to 84,413
31723,Female,Ages 85 plus,153
31738,Male,Ages 0 to 4,210
31738,Male,Ages 5 to 14,577
31738,Male,Ages 15 to 24,504
31738,Male,Ages 25 to 44,1084
31738,Male,Ages 45 to 64,1415
31738,Male,Ages 65 to 74,472
31738,Male,Ages 75 to 84,242
31738,Male,Ages 85 plus,71
31738,Female,Ages 0 to 4,194
31738,Female,Ages 5 to 14,561
31738,Female,Ages 15 to 24,416
31738,Female,Ages 25 to 44,1068
31738,Female,Ages 45 to 64,1331
31738,Female,Ages 65 to 74,478
31738,Female,Ages 75 to 84,259
31738,Female,Ages 85 plus,89
31812,Male,Ages 0 to 4,12
31812,Male,Ages 5 to 14,42
31812,Male,Ages 15 to 24,30
31812,Male,Ages 25 to 44,72
31812,Male,Ages 45 to 64,139
31812,Male,Ages 65 to 74,44
31812,Male,Ages 75 to 84,33
31812,Male,Ages 85 plus,14
31812,Female,Ages 0 to 4,11
31812,Female,Ages 5 to 14,48
31812,Female,Ages 15 to 24,39
31812,Female,Ages 25 to 44,68
31812,Female,Ages 45 to 64,126
31812,Female,Ages 65 to 74,46
31812,Female,Ages 75 to 84,32
31812,Female,Ages 85 plus,14
31899,Male,Ages 0 to 4,119
31899,Male,Ages 5 to 14,381
31899,Male,Ages 15 to 24,314
31899,Male,Ages 25 to 44,604
31899,Male,Ages 45 to 64,906
31899,Male,Ages 65 to 74,374
31899,Male,Ages 75 to 84,217
31899,Male,Ages 85 plus,64
31899,Female,Ages 0 to 4,126
31899,Female,Ages 5 to 14,333
31899,Female,Ages 15 to 24,250
31899,Female,Ages 25 to 44,587
31899,Female,Ages 45 to 64,878
31899,Female,Ages 65 to 74,380
31899,Female,Ages 75 to 84,215
31899,Female,Ages 85 plus,77
31901,Male,Ages 0 to 4,387
31901,Male,Ages 5 to 14,911
31901,Male,Ages 15 to 24,782
31901,Male,Ages 25 to 44,1856
31901,Male,Ages 45 to 64,2236
31901,Male,Ages 65 to 74,953
31901,Male,Ages 75 to 84,557
31901,Male,Ages 85 plus,150
31901,Female,Ages 0 to 4,330
31901,Female,Ages 5 to 14,844
31901,Female,Ages 15 to 24,691
31901,Female,Ages 25 to 44,1861
31901,Female,Ages 45 to 64,2284
31901,Female,Ages 65 to 74,1071
31901,Female,Ages 75 to 84,624
31901,Female,Ages 85 plus,219
31916,Male,Ages 0 to 4,160
31916,Male,Ages 5 to 14,380
31916,Male,Ages 15 to 24,268
31916,Male,Ages 25 to 44,658
31916,Male,Ages 45 to 64,819
31916,Male,Ages 65 to 74,339
31916,Male,Ages 75 to 84,174
31916,Male,Ages 85 plus,37
31916,Female,Ages 0 to 4,150
31916,Female,Ages 5 to 14,329
31916,Female,Ages 15 to 24,253
31916,Female,Ages 25 to 44,696
31916,Female,Ages 45 to 64,826
31916,Female,Ages 65 to 74,325
31916,Female,Ages 75 to 84,175
31916,Female,Ages 85 plus,48
32001,Male,Ages 0 to 4,159
32001,Male,Ages 5 to 14,455
32001,Male,Ages 15 to 24,319
32001,Male,Ages 25 to 44,706
32001,Male,Ages 45 to 64,992
32001,Male,Ages 65 to 74,400
32001,Male,Ages 75 to 84,232
32001,Male,Ages 85 plus,61
32001,Female,Ages 0 to 4,137
32001,Female,Ages 5 to 14,441
32001,Female,Ages 15 to 24,266
32001,Female,Ages 25 to 44,735
32001,Female,Ages 45 to 64,975
32001,Female,Ages 65 to 74,381
32001,Female,Ages 75 to 84,238
32001,Female,Ages 85 plus,98
32021,Male,Ages 0 to 4,612
32021,Male,Ages 5 to 14,1621
32021,Male,Ages 15 to 24,1283
32021,Male,Ages 25 to 44,3184
32021,Male,Ages 45 to 64,3485
32021,Male,Ages 65 to 74,1321
32021,Male,Ages 75 to 84,808
32021,Male,Ages 85 plus,221
32021,Female,Ages 0 to 4,589
32021,Female,Ages 5 to 14,1544
32021,Female,Ages 15 to 24,1216
32021,Female,Ages 25 to 44,3257
32021,Female,Ages 45 to 64,3466
32021,Female,Ages 65 to 74,1438
32021,Female,Ages 75 to 84,902
32021,Female,Ages 85 plus,375
32035,Male,Ages 0 to 4,157
32035,Male,Ages 5 to 14,361
32035,Male,Ages 15 to 24,359
32035,Male,Ages 25 to 44,783
32035,Male,Ages 45 to 64,897
32035,Male,Ages 65 to 74,416
32035,Male,Ages 75 to 84,220
32035,Male,Ages 85 plus,39
32035,Female,Ages 0 to 4,145
32035,Female,Ages 5 to 14,369
32035,Female,Ages 15 to 24,303
32035,Female,Ages 25 to 44,754
32035,Female,Ages 45 to 64,982
32035,Female,Ages 65 to 74,427
32035,Female,Ages 75 to 84,234
32035,Female,Ages 85 plus,74
32092,Male,Ages 0 to 4,164
32092,Male,Ages 5 to 14,403
32092,Male,Ages 15 to 24,384
32092,Male,Ages 25 to 44,857
32092,Male,Ages 45 to 64,1099
32092,Male,Ages 65 to 74,528
32092,Male,Ages 75 to 84,270
32092,Male,Ages 85 plus,103
32092,Female,Ages 0 to 4,162
32092,Female,Ages 5 to 14,377
32092,Female,Ages 15 to 24,355
32092,Female,Ages 25 to 44,814
32092,Female,Ages 45 to 64,1144
32092,Female,Ages 65 to 74,494
32092,Female,Ages 75 to 84,366
32092,Female,Ages 85 plus,173
32209,Male,Ages 0 to 4,328
32209,Male,Ages 5 to 14,954
32209,Male,Ages 15 to 24,789
32209,Male,Ages 25 to 44,1822
32209,Male,Ages 45 to 64,2126
32209,Male,Ages 65 to 74,859
32209,Male,Ages 75 to 84,457
32209,Male,Ages 85 plus,109
32209,Female,Ages 0 to 4,344
32209,Female,Ages 5 to 14,951
32209,Female,Ages 15 to 24,734
32209,Female,Ages 25 to 44,1815
32209,Female,Ages 45 to 64,2230
32209,Female,Ages 65 to 74,886
32209,Female,Ages 75 to 84,470
32209,Female,Ages 85 plus,160
32290,Male,Ages 0 to 4,116
32290,Male,Ages 5 to 14,380
32290,Male,Ages 15 to 24,347
32290,Male,Ages 25 to 44,617
32290,Male,Ages 45 to 64,951
32290,Male,Ages 65 to 74,505
32290,Male,Ages 75 to 84,290
32290,Male,Ages 85 plus,92
32290,Female,Ages 0 to 4,93
32290,Female,Ages 5 to 14,347
32290,Female,Ages 15 to 24,282
